node1,node2,distance,distance_unit
67,135,0.08509723717923551,km
67,130,0.587557460057351,km
67,96,1.495330030032429,km
67,138,1.8837357741127772,km
68,267,0.6290069227634278,km
68,246,1.7404670632690602,km
68,103,0.92740011421965,km
68,69,1.458488868263877,km
68,248,1.2795148142362707,km
68,263,0.6133177034752509,km
68,76,0.9518777605046954,km
69,248,2.177420825220326,km
69,273,0.2223651122043316,km
69,88,1.0864189398637607,km
69,121,2.082312320084183,km
70,130,3.830277927525124,km
70,273,4.597107631887687,km
70,126,1.7741133382314158,km
70,94,1.5648965477840933,km
70,124,1.6088871184033486,km
71,140,0.6247186584252978,km
71,117,2.284632179030541,km
71,127,0.2685124599870407,km
71,73,0.7848713963045824,km
72,112,0.39832464571506904,km
72,140,0.03867280457061302,km
72,111,0.018096349807474356,km
72,127,0.6064990383002314,km
73,196,4.217383076502105,km
73,75,5.857248093728266,km
73,220,3.3460800422552275,km
73,74,1.1402095346128809,km
73,114,0.9887014345747784,km
73,130,3.157470790141755,km
73,127,0.57713850001363,km
73,135,2.6980518568582688,km
74,220,2.466667949012421,km
74,225,2.55550373299483,km
74,172,2.449027720533107,km
74,114,0.6874716639800188,km
74,170,1.3720841924708498,km
74,128,0.8081351820464981,km
74,93,0.7059180934689472,km
75,196,4.873234597426631,km
75,130,5.193494502614358,km
76,103,0.07480734817287096,km
76,88,0.48132773430935116,km
76,121,1.36621773667179,km
77,95,0.9053454020156123,km
77,104,0.4918083636849552,km
77,86,0.04917080584215393,km
77,108,0.26463350101024835,km
78,85,0.9422613251666193,km
78,116,0.7106850836979045,km
78,90,0.08343003934366572,km
79,100,1.996782477076658,km
79,119,0.7035683599773856,km
79,122,0.033034201384848284,km
80,101,0.32429494097268796,km
80,262,0.9129992927707611,km
80,241,0.4158117587662416,km
81,91,1.5233775756140941,km
82,100,0.3151437119270716,km
82,98,0.18022312444256705,km
82,102,0.17849296769693268,km
82,141,0.3561210873841855,km
83,115,0.8636172037461933,km
83,131,0.5352843130734067,km
83,106,0.10152560645137515,km
83,109,0.4995494419962798,km
83,137,0.8610441258624365,km
83,142,0.49350112412061387,km
84,107,0.12709245605216707,km
84,96,1.6523218484487585,km
84,138,1.0481209282881123,km
85,110,2.044582898479299,km
85,91,1.4212247320848002,km
86,108,0.25701282379110074,km
86,133,0.6962412885941818,km
86,95,0.9257978440001661,km
87,109,0.9794367329769371,km
87,240,0.9229846260902129,km
87,262,0.8410940373006274,km
87,132,1.0239406348765248,km
87,241,0.1091988569368386,km
87,275,0.07725781363001577,km
88,121,1.2268883506083732,km
89,113,0.5704364342944483,km
89,141,0.20208925317997478,km
89,136,1.0493048296663632,km
90,116,0.6980626222824285,km
90,118,0.09595982248706364,km
90,119,1.2222200210432164,km
91,110,1.2831507369066142,km
92,134,0.3984840703480028,km
92,123,0.06968842460442848,km
92,132,0.1405750865134855,km
93,112,0.12988620120022207,km
93,128,0.2878304623603719,km
93,114,0.2050673048001008,km
94,126,0.2949227394837553,km
94,124,0.11666104760043426,km
95,104,1.097278819003828,km
95,107,0.738866755185138,km
95,124,1.870684341275993,km
95,139,1.5538375036017837,km
96,107,1.6123853091234854,km
96,138,2.1317532966764894,km
96,124,2.439103111838714,km
97,101,0.4822117249241504,km
98,105,0.846263199422523,km
98,100,0.37775912684260937,km
99,242,1.221418919157089,km
99,276,1.2238267163520793,km
99,246,1.3878806725504584,km
100,125,1.7019855867667544,km
100,133,2.0596455396089763,km
100,105,1.0950652275418562,km
100,102,0.254840238198739,km
101,242,1.0717130063612272,km
101,262,0.8756569898938038,km
102,141,0.2250217475915606,km
103,246,1.402710775174069,km
104,125,0.967168062373017,km
105,121,2.990670453643994,km
105,125,0.9506057743631975,km
105,273,3.6722334905809197,km
106,136,0.15855824674849942,km
106,109,0.5176372701561915,km
108,133,0.7121922400237308,km
108,125,0.7901271604929455,km
109,136,0.5807006486855928,km
109,132,0.40892752182072906,km
109,123,0.3291636944045449,km
109,142,0.15056496896472826,km
110,182,2.4514846401827275,km
110,339,1.2321955224213879,km
111,112,0.3823277080769842,km
111,114,0.4334826939265342,km
111,127,0.6048079769449847,km
112,140,0.43300182439261403,km
112,128,0.32529460583247494,km
112,114,0.24016372448796183,km
113,129,0.5363188846412176,km
113,136,0.6406089202060617,km
114,127,0.6834296324997172,km
115,129,0.5848720257199138,km
115,137,0.026533983666968797,km
116,140,3.0225763567195734,km
116,117,1.7569329655105077,km
116,118,0.694359279212688,km
116,182,3.7965980646976236,km
116,183,4.121039024700067,km
116,170,3.7161167460582702,km
117,140,2.646218537774099,km
117,118,1.3562368138244443,km
117,138,0.811932825521653,km
118,119,1.257229736893709,km
121,273,2.223169036277625,km
123,132,0.08943805712033567,km
123,142,0.22777992675350636,km
124,126,0.3650032875074748,km
124,139,0.5831354606344248,km
125,133,1.157246052159822,km
126,273,3.6838390872727294,km
126,139,0.644427815438336,km
127,140,0.6120415884649686,km
128,140,0.7344725667617065,km
128,170,0.7297187676379913,km
130,135,0.6051176441637348,km
131,134,0.35017249914662146,km
131,137,0.7038056181760219,km
132,240,0.6928113992990765,km
132,134,0.47342628481488386,km
140,170,1.3496510125868266,km
143,361,0.7620929004475473,km
143,353,1.5509892101813827,km
143,162,0.8581246307199142,km
143,150,0.960061327525637,km
143,152,1.1853728321742687,km
144,163,0.5732703900429955,km
144,149,0.448838703735693,km
144,161,0.07890061725518378,km
144,146,1.257311761969024,km
144,153,0.1057553437511725,km
145,155,0.7919523309335045,km
145,148,0.18436875943578712,km
145,146,1.5246648272030332,km
145,166,0.6601234088219714,km
146,148,1.5335800718208654,km
146,524,1.4121052495372652,km
146,156,0.4531902375543518,km
146,158,0.31250282681495806,km
146,163,0.8119152699933048,km
146,153,1.3257884990822013,km
146,166,1.7156702973531728,km
147,167,0.9372719579752169,km
147,165,0.9397336809850493,km
147,352,0.4750620171283864,km
147,164,1.7572349351996694,km
147,156,0.8232592370390213,km
147,157,0.6493198562304094,km
147,158,0.753522546265852,km
148,155,0.7382174649228298,km
148,287,3.1104976947132217,km
148,524,2.3787931184809263,km
148,295,3.7944696847192576,km
149,358,0.6887981832233508,km
149,347,0.6952613695563252,km
149,163,0.16807130772212694,km
149,154,0.3278055597726216,km
149,157,0.3886156381657958,km
149,161,0.4929099154070917,km
150,162,0.274782022553714,km
150,161,0.1933718626373132,km
150,152,1.3356772651910203,km
150,153,0.10107467879557451,km
150,166,1.217527088157884,km
151,160,0.11993878832440302,km
151,383,0.3745042140036888,km
151,168,0.09817585619522556,km
151,525,0.5242107945378042,km
152,166,0.47797666451952225,km
152,169,0.08820703612851742,km
153,161,0.10683389940140126,km
153,166,1.2809247280605276,km
154,163,0.273310613785836,km
154,157,0.0720257051590776,km
154,158,0.7491601481413874,km
155,287,2.5636216253554056,km
155,324,2.575965390661741,km
155,166,1.184022122844559,km
155,169,1.3475698223387262,km
156,523,1.2342857643023215,km
156,164,1.7836433891709291,km
156,516,1.2228900319295481,km
156,524,1.1418134262589865,km
156,158,0.27958175324851575,km
157,352,0.44959930035310597,km
157,358,0.6119502091785193,km
157,158,0.770408275317563,km
158,163,0.7529027366676928,km
159,160,0.6083035760083466,km
159,164,0.8149727001174478,km
159,165,0.8284086223889027,km
159,403,0.18934070362230043,km
159,428,0.2919735759338822,km
159,430,0.1840989684278177,km
160,168,0.1102115040198662,km
160,164,0.49970394384184924,km
160,383,0.36371091008120193,km
160,403,0.5660456098283975,km
161,347,0.5290138920158802,km
161,162,0.27659074871985245,km
162,347,0.481400440364989,km
162,353,1.3813712260435838,km
164,523,1.2901555099611295,km
164,168,0.4900532169654938,km
164,165,1.3054507487176121,km
165,167,0.07664790824852408,km
165,428,0.7603534357499402,km
166,169,0.40253529152873446,km
167,352,1.1258209657945573,km
167,372,1.874245656572867,km
167,427,2.4147231087156698,km
167,428,0.7954937529868196,km
168,523,1.7568110138150208,km
170,183,3.005579449678618,km
170,172,2.407208475583191,km
170,186,1.9231646538694331,km
170,171,1.935784185594709,km
170,177,2.7138651305604125,km
170,174,2.960582374086792,km
171,191,1.2744087812302354,km
171,186,0.15522664709185674,km
171,177,1.4516842416771965,km
171,173,1.249682864284454,km
172,225,0.8441202204305328,km
172,186,1.098277491474446,km
172,188,0.12221839832463526,km
173,191,0.12070124871025553,km
173,187,1.4156744479023446,km
173,177,1.4256265928529677,km
173,185,1.4092601016136876,km
173,408,1.151087507031145,km
173,192,0.3592643348950878,km
174,177,1.9143024357348646,km
174,183,0.40873173098282817,km
174,190,0.1336842152413736,km
174,178,1.3764315794568225,km
175,194,1.1510884016447023,km
175,377,1.226827981796662,km
175,176,1.038539993883896,km
175,178,0.979772940151237,km
175,185,0.8801295388086342,km
175,408,1.2949833173809515,km
175,374,1.6000329501779882,km
176,194,0.2956165650270906,km
176,366,0.4445631635019726,km
176,355,1.0842297105741698,km
176,178,0.13324438828472818,km
177,178,1.3626080504528155,km
177,187,0.02224460672740772,km
177,185,0.06331804179972199,km
178,355,1.1513797322927548,km
178,190,1.3601635403414858,km
178,185,1.3401450818604839,km
179,376,0.1476076011592634,km
179,398,0.852355249669394,km
179,184,0.408211343990195,km
179,375,0.7915361310309774,km
179,180,0.37518421918358813,km
179,192,0.4479789288770347,km
180,184,0.09164166874226778,km
180,189,0.025548006474124564,km
180,192,0.11937290692832331,km
181,193,0.06684779833724473,km
181,377,0.32440698332090695,km
181,194,0.5925216933436697,km
181,366,0.6705015882808776,km
182,183,1.011915345157768,km
182,363,1.8262376018062143,km
182,360,2.10274146634771,km
182,342,1.6720886966751516,km
182,339,2.078219709571997,km
182,340,0.06749315785386183,km
183,340,0.9543380350694421,km
183,190,0.40398758887734726,km
184,191,0.38019307932144614,km
184,398,0.7645036696033145,km
184,189,0.0968286506340408,km
185,187,0.04167249439090286,km
185,408,1.5809751508237322,km
186,191,1.3175627965109291,km
186,188,1.1134549552216941,km
188,221,1.536617703769333,km
188,191,1.7041805487398853,km
188,225,0.8620485436515816,km
189,191,0.3700837632495049,km
189,192,0.10136294275036105,km
190,340,1.2697398849820885,km
190,355,1.1300165949392629,km
191,221,1.2432953108972211,km
191,398,0.9990668424404787,km
191,192,0.3500260355775473,km
192,375,0.8937429056260926,km
192,408,0.9143334874052056,km
193,380,1.0476474914866867,km
193,377,0.3555873798258894,km
193,366,0.676963123664695,km
193,343,0.8137261699023872,km
194,377,0.8496966558752025,km
194,366,0.2413993613679606,km
195,220,0.38864172636779765,km
195,225,0.26895803949419755,km
195,236,0.09482263902978613,km
196,220,1.3634888487364998,km
196,198,2.431193208911962,km
196,236,1.5097404196513036,km
196,213,2.381893168576154,km
196,230,1.647346423789885,km
196,199,1.5374513536240926,km
197,227,0.6579847318112085,km
197,200,2.4436437431422346,km
197,230,0.9438406017780836,km
197,226,0.33625379889053314,km
197,217,1.3314644138513514,km
197,205,1.09138489659603,km
198,515,3.284867671496686,km
198,200,1.08288034093398,km
198,213,0.11544129137629405,km
199,213,1.4231910071115603,km
199,227,0.7271173376611192,km
199,230,0.2995444275252512,km
200,515,2.2898427295781416,km
200,470,1.5435468271071209,km
200,439,1.6277690335478157,km
200,434,1.7382133530067607,km
200,207,2.799118738365607,km
200,227,1.9793344969718465,km
200,213,1.162505513271806,km
200,217,3.0396744297813028,km
201,231,0.14302067363303111,km
201,209,0.3162188225651851,km
201,206,1.036515956252185,km
201,218,0.2268333093000003,km
201,234,0.2876383387253562,km
201,397,1.46370934763858,km
202,413,0.928635371108839,km
202,206,0.22207322038241473,km
202,229,0.08173471478340229,km
202,214,0.06044771463400477,km
203,228,0.23219704698961796,km
203,216,0.1160866150799921,km
203,208,0.8220110012461506,km
203,215,1.3029882240424568,km
203,404,1.4560841009000245,km
204,221,1.3407157779971717,km
204,226,0.8495317290701162,km
204,237,0.9258898668893938,km
204,215,0.8988507242042248,km
204,205,0.263244063422788,km
205,217,0.515047739780049,km
205,215,0.8645775159724702,km
205,226,0.9709348373955298,km
205,232,0.509496211448699,km
206,231,0.9396602790664297,km
206,207,1.4962214740178816,km
206,222,0.6664777659271622,km
206,413,0.9909640316693314,km
206,397,1.047017358750193,km
206,214,0.20379508179256006,km
207,434,1.7047548173030749,km
207,235,1.0463147213265331,km
207,478,0.6246696067687277,km
207,231,1.042530432838895,km
207,217,2.094341252122484,km
207,222,1.5347767198856246,km
208,228,0.847701711768792,km
208,217,0.30505507976666957,km
208,232,0.1613993210565263,km
208,215,0.85195944611989,km
209,234,0.130061990371053,km
209,441,1.8624227667554378,km
209,239,0.9266872810936642,km
209,235,0.9296873670186817,km
209,440,1.0562777483747186,km
209,231,0.4415956524120537,km
209,218,0.10235401350356349,km
210,211,0.6253962538639668,km
210,233,0.07647447609489659,km
210,388,1.100867968414658,km
210,385,1.449483650395075,km
210,397,1.479005219090192,km
210,402,1.0454020526075534,km
211,212,1.0063749924890582,km
211,441,1.9792806354789942,km
211,233,0.644936494407908,km
211,234,1.5695925706400222,km
211,397,1.789077491746471,km
212,443,2.6693601152789244,km
212,442,1.1216348001061707,km
212,444,2.625450061773815,km
212,441,1.4953537577192022,km
212,233,1.5387393917743772,km
212,417,2.3506029736389946,km
213,227,0.975154094221446,km
214,229,0.08603489216169317,km
214,222,0.5442490818921957,km
215,237,0.10486589006684453,km
215,224,0.11686262375802904,km
215,404,0.29019088083030586,km
215,232,0.8157275680476219,km
216,414,1.704525039898193,km
216,413,1.3103247946599432,km
216,384,2.0352910161187334,km
216,229,0.4284457560409996,km
216,222,0.3120346271367161,km
216,228,0.2906282302247658,km
216,404,1.5056027272931305,km
217,222,1.087138127316951,km
217,228,1.0582210467509707,km
217,232,0.21876764973688398,km
218,234,0.0857777581707986,km
219,235,0.08560807601682106,km
219,435,0.9874766894698306,km
219,436,2.153861006318532,km
219,480,0.2830093208574937,km
219,223,0.008938912624029561,km
220,236,0.41881088443350684,km
220,225,0.6117481386349419,km
221,398,0.43779247887947287,km
221,230,2.0647302916722006,km
221,225,1.9737508068539915,km
221,226,1.6601113908756682,km
221,237,1.4000334789493254,km
221,238,1.3203194743102904,km
222,229,0.5308704988268825,km
222,228,0.042563059440017474,km
223,480,0.274247957784779,km
223,239,0.08358365643485509,km
223,235,0.09317202841118993,km
224,237,0.04218753235845507,km
224,404,0.18429425331170746,km
224,238,0.21143751789959342,km
225,236,0.32892418519120475,km
225,230,1.712410568468345,km
226,230,0.9028377174918213,km
227,230,0.8648273126522421,km
229,413,0.975176792903241,km
230,236,1.5117089664759786,km
231,235,1.137654283477931,km
233,426,1.024711435613951,km
233,417,1.5239595268249666,km
233,402,1.0161287679022069,km
234,441,1.919971732351483,km
234,397,1.5405981587673625,km
235,478,0.9182866707905551,km
235,435,0.9366379732865854,km
235,239,0.1503243176136395,km
237,238,0.22908050724459958,km
238,376,1.379947182943393,km
238,398,1.1573155143293625,km
238,404,0.13449697093687116,km
239,440,0.25868119936851347,km
239,480,0.22248034072172734,km
240,284,0.8244373074263136,km
240,262,0.8355355054855487,km
240,272,0.7500083734637188,km
240,261,1.2588068907982775,km
241,262,0.8022193313659145,km
241,275,0.0353503576764478,km
242,272,0.8832277166921088,km
242,276,0.12398159713016736,km
242,284,0.7297282919397124,km
242,244,0.7158276299706475,km
242,262,0.7523554342725476,km
243,271,0.09764873542626211,km
243,261,0.12377855725177313,km
244,284,0.04208633161840195,km
244,262,0.11693424629137754,km
245,246,3.839130649052604,km
245,276,1.5392768808641761,km
245,272,1.0784369866640715,km
245,271,0.7486718308565247,km
245,261,0.8149183451906216,km
246,264,1.2439681516249492,km
246,276,2.407204624197816,km
246,267,1.8105951063588572,km
247,264,0.15188741230258224,km
247,274,0.08298509565081788,km
247,277,1.5332578099345726,km
247,267,1.162452129312948,km
248,277,1.2974787357796524,km
248,250,1.484328812389814,km
248,273,2.295634977882702,km
248,267,0.8870328363017728,km
248,263,0.8727770312345265,km
249,250,1.2881339641746177,km
249,274,1.7065162208857168,km
249,277,0.21081879349639274,km
250,277,1.3224012210806861,km
250,273,3.593586646702832,km
251,283,0.7077628906522037,km
251,258,0.7799234020199213,km
251,255,2.796953253890612,km
251,257,3.5216991244734492,km
251,270,0.6672717559180433,km
251,282,0.7377879050602056,km
251,281,0.981682154491777,km
251,280,1.7289685786402025,km
251,259,1.1101383601328825,km
252,257,2.4598638316770094,km
252,306,1.6392881849600531,km
252,320,1.623415218900659,km
252,268,1.5665093762197564,km
253,266,1.4327742760460005,km
253,279,1.3957407644865287,km
253,258,3.6666469827769665,km
253,333,2.499932038440163,km
253,256,2.0859236582486735,km
253,265,3.39027547070564,km
254,255,1.6689888400412884,km
254,257,3.1708073560516468,km
254,268,0.2631702562094397,km
254,320,1.000449534233066,km
254,307,0.9816981905526547,km
254,327,1.0994691122284863,km
255,257,3.8079814640864265,km
255,269,1.3365106392523363,km
255,278,0.26306085430840265,km
255,335,1.1358355398931061,km
255,327,1.5981447729659215,km
255,280,1.39805481504072,km
256,333,2.647357353909985,km
256,308,2.713597135859483,km
256,334,2.9362819000948526,km
256,335,2.464770378682646,km
256,265,1.957447716368814,km
256,269,1.4351151805349422,km
256,285,1.3945159660541009,km
256,278,1.9744535272531596,km
256,259,1.8580949868370586,km
257,268,3.0158584927496834,km
258,283,0.07795627206377664,km
258,260,5.25154733992238,km
258,266,5.063243557648746,km
258,265,0.8374152935284981,km
258,270,0.4376926430534746,km
258,281,0.804023779049693,km
258,282,0.5505905626651163,km
259,280,0.7935204071990117,km
259,285,0.8137603877172486,km
259,265,0.13217876002700232,km
259,281,0.16674349998650262,km
260,308,2.8717492207188955,km
260,279,0.23272315613810593,km
260,266,0.19451628529107853,km
260,333,2.7632002116917107,km
261,271,0.11603468756784409,km
261,272,1.2743672248886706,km
262,284,0.15438925506223108,km
262,275,0.8006551759424264,km
263,267,0.028232009556580333,km
264,274,0.13952047131950637,km
264,267,1.2483266750498607,km
265,281,0.036041644068520895,km
266,279,0.03955491874814506,km
267,277,1.5583868772891247,km
268,320,0.9018502406256595,km
269,285,0.10073730263119499,km
269,278,1.1674676406752917,km
269,280,0.10827836972441585,km
270,283,0.3789121365969879,km
270,282,0.12399237542096699,km
272,276,0.9518472551086085,km
272,284,0.2840450072068645,km
274,277,1.5555986731543474,km
278,335,1.1199664127291238,km
279,333,2.6444065513491473,km
280,285,0.11317490335288785,km
281,282,0.28846879473116604,km
286,331,0.8945694647545827,km
286,317,1.307438453461893,km
286,324,1.7131185799520932,km
286,288,0.8845108073644017,km
287,324,0.08910048327280125,km
287,295,1.1023765005220045,km
287,314,0.3131924105012791,km
288,331,0.012021783950431842,km
288,317,0.6909150890408854,km
288,290,0.6194680182292326,km
289,293,1.1213900063088875,km
289,299,0.9482394503050413,km
289,331,3.304201767732045,km
289,301,1.56367565764434,km
290,323,1.6862122894911338,km
290,295,1.070687831776275,km
290,331,0.614312131086786,km
290,291,0.5279595125227263,km
290,316,0.5217669729941795,km
290,317,0.42908221771498173,km
291,295,0.863188160835226,km
291,316,0.011016493643612513,km
291,337,0.051078281548705,km
292,301,1.1120163246647017,km
292,297,0.4405354005953339,km
292,300,0.5721600236380848,km
293,299,0.8232893732969491,km
293,331,2.720022875073125,km
293,323,1.3871290601329738,km
293,312,0.7505701966858204,km
293,294,0.18161663177381243,km
293,322,0.08133239041155295,km
293,310,0.056617458054437644,km
294,312,0.6497429993677171,km
