node1,node2,d_geo,d_geo_norm,d_brand,d_socio_pca,d_socio_norm,ecc,combined_weight,formula
38,115,0.5759428128987734,0.0970427846511198,1.0,0.0,0.0,0.75,0.24927936187903021,(0.69*0.097 + 0.12*1.000 + 0.19*0.000) / 0.750
38,129,0.07954579635121106,0.013402972330464941,1.0,0.0,0.0,0.75,0.17233073454402772,(0.69*0.013 + 0.12*1.000 + 0.19*0.000) / 0.750
38,113,0.48610713995148636,0.08190603206290017,1.0,0.0,0.0,0.75,0.23535354949786816,(0.69*0.082 + 0.12*1.000 + 0.19*0.000) / 0.750
38,46,0.7501690150428498,0.1263988169456346,0.5,0.0,0.0,0.75,0.19628691158998382,(0.69*0.126 + 0.12*0.500 + 0.19*0.000) / 0.750
38,83,0.8246780132080501,0.13895312008403843,1.0,0.0,0.0,0.75,0.2878368704773153,(0.69*0.139 + 0.12*1.000 + 0.19*0.000) / 0.750
39,134,0.48748047597500865,0.08213743064796719,1.0,0.0,0.0,0.6,0.2944580452451623,(0.69*0.082 + 0.12*1.000 + 0.19*0.000) / 0.600
39,131,0.5571277442102647,0.09387256250745726,1.0,0.0,0.0,0.6,0.3079534468835759,(0.69*0.094 + 0.12*1.000 + 0.19*0.000) / 0.600
39,83,0.4936930308269939,0.08318420753124854,1.0,0.0,0.0,0.6,0.2956618386609358,(0.69*0.083 + 0.12*1.000 + 0.19*0.000) / 0.600
39,92,0.18726703176835569,0.03155333104112368,1.0,0.0,0.0,1.0,0.14177179841837534,(0.69*0.032 + 0.12*1.000 + 0.19*0.000) / 1.000
39,123,0.21802579099688538,0.036735990814107895,1.0,0.0,0.0,0.75,0.19379711154897925,(0.69*0.037 + 0.12*1.000 + 0.19*0.000) / 0.750
39,142,0.03216057239398585,0.005418856579489689,1.0,0.0,0.0,1.0,0.12373901103984788,(0.69*0.005 + 0.12*1.000 + 0.19*0.000) / 1.000
40,119,1.0148399040876657,0.1709942168946756,1.0,0.0,0.0,0.42857142857142855,0.5553006892004276,(0.69*0.171 + 0.12*1.000 + 0.19*0.000) / 0.429
40,42,1.6203743656002392,0.27302301043346133,0.5,0.0,0.0,0.6,0.41397646199848054,(0.69*0.273 + 0.12*0.500 + 0.19*0.000) / 0.600
40,79,0.8128480034040989,0.13695983695225075,1.0,0.0,0.0,0.6666666666666666,0.32175343124557954,(0.69*0.137 + 0.12*1.000 + 0.19*0.000) / 0.667
40,107,1.18177848484522,0.19912233027607518,1.0,0.0,0.0,0.6,0.4289906798174864,(0.69*0.199 + 0.12*1.000 + 0.19*0.000) / 0.600
40,95,1.2129651784676865,0.20437709433494605,1.0,0.0,0.0,0.375,0.6960538535763007,(0.69*0.204 + 0.12*1.000 + 0.19*0.000) / 0.375
40,86,1.031195343249677,0.17375000674902788,1.0,0.0,0.0,0.75,0.31985000620910564,(0.69*0.174 + 0.12*1.000 + 0.19*0.000) / 0.750
40,133,0.7061382736172397,0.11897991065407258,1.0,0.0,0.0,0.6,0.33682689725218345,(0.69*0.119 + 0.12*1.000 + 0.19*0.000) / 0.600
40,60,0.7654611812433599,0.12897545191391582,0.5,0.0,0.0,1.0,0.1489930618206019,(0.69*0.129 + 0.12*0.500 + 0.19*0.000) / 1.000
