FID,brand,name,place_id,latitude,longitude,FID_2,State,Parliament,DUN,night,pop_d,family_inc,family_out
196,99 Speedmart,99 Speedmart 2915 (JH) Bandar Bistari Perdana,ChIJQ0yvbb5B2jERCOJZ-awEOkU,1.521353,103.9473441,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
197,99 Speedmart,99 Speedmart 2209 (JH) Taman Kota Masai 2,ChIJQaXswaRB2jERg00K4agfhhI,1.4831747,103.953506,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
198,99 Speedmart,99 Speedmart 2153 (JH) Taman Kota Masai,ChIJFwHVv3FA2jERHvU8IW-fr3k,1.4840994,103.944834,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
207,99 Speedmart,99 Speedmart 2436 (JH) Taman Pasir Emas,ChIJce1xGLY_2jERdr2fT17c_0E,1.4412045,103.9318422,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
209,KK Super Mart,"KK Super Mart Johor, Taman Ehsan Jaya ( JTEJ)",ChIJQew_aaBt2jERUBc53YFz4z4,1.5477409,103.8127014,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
221,KK Super Mart,"KK Super Mart Johor, Ulu Tiram, Desa Cemerlang (JUTC)",ChIJx1FcWa5v2jERUMG9htAUXGI,1.5620354,103.8078742,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
223,KK Super Mart,"KK Super Mart Johor, Ulu Tiram, Bukit Tiram ( JUTT)",ChIJ6edU01Fv2jERsDMlPDXiaek,1.6025282,103.8123812,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
224,KK Super Mart,KK SUPER MART Johor Ulu Tiram (JUTR),ChIJ2c7zvxhp2jERGF8PoHjkYz8,1.5979967,103.8229309,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
269,KK Super Mart,"KK Super Mart Johor, Pasir Gudang, Taman Kota Masai ( JPKM )",ChIJuXq2SCVB2jER3Gue8q1CbPA,1.4840286,103.946021,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
270,KK Super Mart,"KK Super Mart Johor, Pasir Gudang, Kampung Pasir Putih ( JPPP )",ChIJZ5LoZos_2jERbnflqjoLI1k,1.4429087,103.9322371,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
287,7-Eleven,7CAF??? by 7-Eleven Taman Bukit Tiram (#1453),ChIJVeuT5TBv2jER-iv0OLb-I78,1.6024605,103.812626,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
312,Family Mart,FamilyMart Petron Taman Cahaya Masai,ChIJLRtme3ZB2jERu_4_maImRqs,1.5096203,103.9228823,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
327,Family Mart,FamilyMart Kota Masai,ChIJ37fz_ipB2jERniwaiKL1QqE,1.4854138,103.9369429,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
328,Family Mart,FamilyMart Petron Kota Masai,ChIJCdfYzYZB2jER4nWBQr7D64o,1.4848588,103.949947,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
331,7-Eleven,7-Eleven,ChIJJ_FhiANs2jERFSdBGpJx0U0,1.5476329,103.8137397,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
338,7-Eleven,7-Eleven,ChIJnz6Vfa9u2jER1aJCe_qjsos,1.5589067,103.8101175,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
361,7-Eleven,7-Eleven,ChIJZYTo8Rlv2jER0omxdh7mgDk,1.598635,103.793325,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
366,7-Eleven,7-Eleven,ChIJEf9ESQBp2jERdLY_XO_o_0M,1.5991844,103.8233357,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
379,7-Eleven,7- Eleven,ChIJSZfiAr1u2jERJJAg6vRp5ks,1.5631988,103.8007657,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
382,7-Eleven,7-Eleven,ChIJ21tpy7Zu2jERQdEWdpRt0rE,1.5663842,103.814286,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
466,7-Eleven,7-Eleven,ChIJDZYP921p2jERMVpJaZ7SO4o,1.6130862,103.8217681,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
489,7-Eleven,7-Eleven,ChIJL39oMBdA2jERPmlPovXpfTs,1.490864,103.927966,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
499,7-Eleven,7-Eleven,ChIJvbKtq5I_2jER4581_wZPbt8,1.4432638,103.932216,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
500,7-Eleven,7CAF??? by 7-Eleven Jalan Ekoperniagaan 9 (#3121),ChIJfxXSgNZB2jERKu19kFdhvL4,1.485694,103.9378758,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
501,7-Eleven,7-Eleven,ChIJr3k0S3BA2jER9pItluXgebg,1.4841132,103.946334,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
502,7-Eleven,7 Eleven Jalan Rambai 11,ChIJuec8Vm9B2jER6ZMJNi9_4V4,1.4848149,103.9488324,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
503,7-Eleven,7 Eleven,ChIJcYl_EXtA2jERmWYLEZ96mjY,1.4837989,103.9531867,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
556,CU,CU,ChIJfWnlBaFv2jERKEMEh5msWwQ,1.5611935,103.8089787,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
566,CU,CU Kota Masai,ChIJAdnfO35B2jER9HKV7zfmBwA,1.4847329,103.9375407,5,JOHOR,TEBRAU,TIRAM,9.2,592,5646,3972
45,99 Speedmart,99 Speedmart 2576 (JH) Bandar Baru Permas Jaya 4,ChIJhSjvpNlt2jER0SgKNbaxviQ,1.5122329,103.818485,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
46,99 Speedmart,99 Speedmart 2612 (JH) Bandar Baru Permas Jaya 5,ChIJr7EHwvBt2jERPaIPYWU5IHM,1.4973519,103.8121287,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
58,99 Speedmart,99 Speedmart 2535 (JH) Bandar Baru Permas Jaya 3,ChIJ9SQG3BBv2jERcVb77-b8K3M,1.5046481,103.820883,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
59,99 Speedmart,99 Speedmart 3256 (JH) Bandar Baru Kota Puteri,ChIJg1g0jlFr2jERY51D4P_y_uc,1.4999635,103.8503317,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
60,99 Speedmart,99 Speedmart 2284 (JH) Permas 1,ChIJ29VbnC1t2jERqC9liuYVFII,1.499223,103.8196159,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
62,KK Super Mart,"KK Super Mart Johor, Permas Jaya (JPJY)",ChIJmdrpG21t2jER3p6Xy3PoGfQ,1.4968691,103.815491,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
64,99 Speedmart,7CAF??? by 7-Eleven Rinting Masai (#153),ChIJm-nw3dhq2jERaaJVMy09kEo,1.4895432,103.8704213,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
65,99 Speedmart,99 Speedmart 3397 (JH) Taman Cahaya Kota Puteri 2,ChIJBTDj-jVr2jERpW-6b130EiA,1.4933568,103.8427096,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
70,99 Speedmart,99 Speedmart 2253 (JH) Taman Cahaya Kota Puteri,ChIJObQ33SVr2jERRtV3S0BTcIM,1.4917918,103.8431772,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
72,99 Speedmart,99 Speedmart 2327 (JH) Bandar Baru Permas Jaya 2,ChIJ-WH06xJt2jERUOvEF-jBN5o,1.4896712,103.8183992,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
78,99 Speedmart,99 Speedmart 2954 (JH) Kampung Baru Masai,ChIJA3gXsINr2jER-Usw6irTKB4,1.4861352,103.8825144,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
118,99 Speedmart,99 Speedmart 3190 (JH) Taman Rinting 2,ChIJRc5FiZZr2jER46MgvTpjSmo,1.4869837,103.8673962,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
119,99 Speedmart,99 Speedmart 2208 (JH) Bandar Seri Alam 2,ChIJY_J6d81r2jERccq39WA-aIU,1.49444,103.8809482,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
120,99 Speedmart,99 Speedmart 3015 (JH) Taman Megah Ria 2,ChIJGy_yAktr2jERs9OSFjOJQXM,1.4914485,103.8498659,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
121,99 Speedmart,99 Speedmart 2529 (JH) Taman Rinting,ChIJjcN9GUpr2jERNGP6T8fgsvI,1.4865419,103.8746023,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
123,99 Speedmart,99 Speedmart 2266 (JH) Taman Megah Ria 1,ChIJVXKMwH1r2jEROissvFOOnWc,1.4901813,103.8604377,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
126,99 Speedmart,99 Speedmart 2131 (JH) Taman Bukit Dahlia,ChIJq2D8aDdr2jER3hH2R_DazRA,1.4829994,103.899613,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
161,99 Speedmart,99 Speedmart 3013 (JH) Taman Sierra Perdana 2,ChIJfXyXPIkV2jERrsv7A7OBs8U,1.4739423,103.8681072,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
162,99 Speedmart,99 Speedmart 2176 (JH) Taman Sierra Perdana,ChIJX4mx8xxr2jERZPhp8Lzo-WM,1.4804444,103.8691389,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
163,99 Speedmart,99 Speedmart 2243 (JH) Taman Mawar,ChIJ2QIzEA0V2jERX12r7K4pUMw,1.4730458,103.8968088,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
164,99 Speedmart,99 Speedmart 2348 (JH) Taman Scientex Pasir Gudang 1,ChIJexJfuNBB2jERaaY4DW0KMTE,1.51275,103.9152222,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
165,99 Speedmart,99 Speedmart 2383 (JH) Taman Scientex Pasir Gudang 2,ChIJlTRSYcxB2jERqyofpfEgmnk,1.5022112,103.9153031,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
192,99 Speedmart,99 Speedmart 3113 (JH) Taman Air Biru,ChIJvSWjSUIV2jERFKZfcq2Xz1o,1.4584984,103.9126549,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
193,99 Speedmart,99 Speedmart 2159 (JH) Taman Cendana,ChIJTQXGyRFr2jERuoVzhEYyofU,1.4881944,103.9094722,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
240,KK Super Mart,"KK Super Mart Johor Taman, Taman Cahaya Kota Puteri (JCKP )",ChIJmSdjgHBr2jERPG6TAAG4Wxk,1.4928657,103.8425751,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
253,KK Super Mart,"KK Super Mart Johor, Masai, Sierra Perdana ( JMSP)",ChIJF4sGgZhr2jER-YGD7OUPxnA,1.48064,103.8689543,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
254,KK Super Mart,"KK Super Mart Johor, Masai, Megah Ria (JMMR)",ChIJN5O0ZVdr2jERbHKG7In4Yp0,1.490711,103.8489216,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
261,KK Super Mart,"KK SUPER MART Johor, Pasir Gudang (JPG)",ChIJpfG7bjBr2jER0HDQLnKHKk8,1.4785298,103.8951461,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
302,Family Mart,FamilyMart Permas,ChIJp5qDufJt2jERyBAr4EOe8eI,1.4961556,103.8146795,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
319,Family Mart,FamilyMart Bukit Dahlia,ChIJDaDhrV5r2jEReVZws40r1G0,1.4780715,103.896195,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
354,7-Eleven,7CAF??? by 7-Eleven Bandar Baru Permas (#154),ChIJOb33tZhs2jER0Ab6RoWWVB0,1.4969678,103.8154996,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
376,7-Eleven,7-Eleven,ChIJFQutF5xs2jERLSBGpVLD640,1.5007272,103.8160611,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
390,7-Eleven,7-Eleven,ChIJC3JuvtVq2jER2LlwF3S83Qo,1.4798251,103.8697099,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
391,7-Eleven,7CAF??? by 7-Eleven Taman Cahaya Kota Puteri (#2282),ChIJAZnsx5pr2jERGomE2NOiCDU,1.4897019,103.840813,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
393,7-Eleven,7-Eleven,ChIJ59_AvSpA2jERro-b4CEV2Ao,1.512773,103.915407,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
394,7-Eleven,7-Eleven,ChIJm7dEXTlr2jERCU7qS_pgI_A,1.489517,103.8497429,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
395,7-Eleven,7CAF??? by 7-Eleven Taman Cahaya Kota Puteri (#3122),ChIJH2Q_TiNr2jER83npWI6nAHo,1.49267,103.8424579,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
398,7-Eleven,7CAF??? by 7-Eleven Telok Senibong (#2211),ChIJe__nD1tr2jERcUZLKxRFGxU,1.489155,103.8309598,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
430,7-Eleven,7-Eleven,ChIJ4bcR7mJt2jERbJF3aHfZnDg,1.4981442,103.8122485,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
462,7-Eleven,7-Eleven,ChIJP-ZKc8Vq2jERDS4bjP546do,1.4869198,103.8821895,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
463,7-Eleven,7-Eleven,ChIJ-9PmCOhq2jERG6w2uiZ_C0w,1.4960407,103.8799296,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
464,7-Eleven,7-Eleven,ChIJmezii8FB2jERaNHWtXEIhLc,1.500454,103.9153779,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
482,7-Eleven,7-Eleven,ChIJ81eZDUwV2jERuhVQCeUUiKw,1.472669,103.897656,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
483,7-Eleven,7-Eleven,ChIJbXJbU7Rq2jERcUJshviasCo,1.4790066,103.8941562,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
484,7-Eleven,7-Eleven,ChIJl_WwN7Bq2jER_dwQmC1xx6Q,1.4838593,103.9014733,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
485,7-Eleven,7-Eleven,ChIJtdI7UJ1s2jERlIIVzaGXNm4,1.50458,103.820967,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
486,7-Eleven,7-Eleven,ChIJ83pyUshq2jERnOZLAjDieI8,1.4834258,103.8892806,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
487,7-Eleven,7-Eleven,ChIJI9dExF8V2jERFvpUb9ou76k,1.4581765,103.9136849,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
488,7-Eleven,7 Eleven @ Jalan Cendana (#2214),ChIJ6cdSHABr2jEREIBtGU_MG9E,1.4882246,103.9099199,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
490,7-Eleven,7CAF??? by 7-Eleven Taman Kota Masai (#3096),ChIJtd36IwBB2jERLSzT85CYgWE,1.4907444,103.9178912,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
543,MyNews,myNEWS (Maru Kafe) @ KPJ Pasir Gudang,ChIJ96mW_8hr2jERMSEntkIXwiY,1.4769024,103.8958595,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
560,CU,CU Permas Jaya,ChIJ-RrNPH1t2jERI-WtknTbjZo,1.4965159,103.8151972,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
564,CU,CU Bukit Dahlia,ChIJs7QJqFNr2jERUYhFXzD4BEo,1.478562,103.8938711,6,JOHOR,PASIR GUDANG,PERMAS,92.8,2885.4,6528,4415
14,99 Speedmart,99 Speedmart 2789 (JH) Kampung Melayu Majidee,ChIJ0yUKcaRt2jER4pyJ9nGsvNg,1.5094736,103.7493975,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
27,99 Speedmart,99 Speedmart 3141 (JH) Taman Sri Bahagia,ChIJ_ZSwmEdt2jER_DLkEj79_34,1.5102642,103.7301603,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
36,99 Speedmart,99 Speedmart 2379 (JH) Taman Larkin Perdana,ChIJ8V8Hwvpt2jERlUKO4hbrUl0,1.5012916,103.7477596,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
96,99 Speedmart,99 Speedmart 3564 (JH) Larkin Indah,ChIJH3JgHY9t2jERfUoCuzfFMXk,1.4968545,103.7370942,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
98,99 Speedmart,99 Speedmart 3576 (JH) Bandar Baru Uda,ChIJLSg_DVJz2jERLKuDXgVzj_4,1.4905769,103.7116349,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
101,99 Speedmart,99 Speedmart 2511 (JH) Larkin Idaman,ChIJ0-ToLBxt2jERO3MzdxfS1Pk,1.4942662,103.7536631,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
106,99 Speedmart,99 Speedmart 2476 (JH) Taman Suria Muafakat,ChIJMRTZ1Ttz2jERMsuucXV5RnY,1.4872725,103.7239705,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
111,99 Speedmart,99 Speedmart 2571 (JH) Taman Abad,ChIJx1Zaf_ht2jERjIiPqBquXc8,1.4872045,103.7608123,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
112,99 Speedmart,99 Speedmart 2601 (JH) Taman Melodies,ChIJmU6mrW1t2jER_qwFqfilUr8,1.4908112,103.7629105,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
114,99 Speedmart,99 Speedmart 2187 (JH) Taman Dato Onn,ChIJu85BV09t2jER8CeKmQbTxvc,1.486253,103.7515913,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
227,KK Super Mart,"KK SUPER MART Johor, Bandar Baru Uda (JBU)",ChIJDddgQA5z2jERGm3ZIYB3Elw,1.4995093,103.7176826,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
232,KK Super Mart,"KK Super Mart Johor, Taman Century (JCTR)",ChIJuZBYJRRt2jERmURknrTzDBI,1.4859617,103.7615156,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
233,KK Super Mart,"KK SUPER MART Johor, Larkin Jaya (JLKJ)",ChIJUQk78mdt2jER1xok7MGV_pY,1.4970329,103.7419357,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
234,KK Super Mart,"KK SUPER MART Johor, Taman Abad (JAB)",ChIJD-54XOFt2jER2oY8yZo_wmQ,1.481063,103.7642115,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
235,KK Super Mart,"KK Super Mart Johor, Taman Larkin Idaman ( JTLI )",ChIJg-Bj42Nt2jER3CocHfEfh-A,1.4949396,103.7537865,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
236,KK Super Mart,"KK Super Mart Johor, Kebun Teh (JKBT)",ChIJH-R2YyFt2jERMMnsz77MS9s,1.4860929,103.7542634,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
289,Family Mart,FamilyMart Bandar Baru Uda,ChIJlajVKe9z2jERKJluIvmd8Z0,1.4998639,103.7178253,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
295,Family Mart,FamilyMart Larkin Town Centre,ChIJPXQ6V4xt2jERKCcxH0BQCXE,1.4957873,103.7411478,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
298,Family Mart,FamilyMart Kebun Teh,ChIJy2DzDLlt2jER_2Vni7NPWZM,1.4859808,103.7542023,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
300,Family Mart,FamilyMart KSL City,ChIJtTljt9Zt2jERnIuf2Gm1UEI,1.4859251,103.7619976,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
310,Family Mart,CU Larkin Jaya,ChIJr9op2Qpt2jER63RwQ-Gqaps,1.4955136,103.741247,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
335,7-Eleven,7-Eleven,ChIJpwHG-2tt2jERBK0ZfH2KD4k,1.5004691,103.7467776,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
346,7-Eleven,7CAF??? by 7-Eleven Jalan Suria Taman Putra (#2006),ChIJ_80a0RFt2jERbp6t-0ydYRY,1.5049595,103.760292,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
353,7-Eleven,7-Eleven,ChIJH24lf2xt2jERaaA26hAOy84,1.5008491,103.7487933,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
358,7-Eleven,7-Eleven,ChIJw0Qi5Wdt2jERx7bGBitZh9k,1.4968745,103.7399323,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
363,7-Eleven,7CAF??? by 7-Eleven Taman Larkin Idaman (#1876),ChIJq9oqvj9t2jERDS3I2DWjF4I,1.4947764,103.7534911,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
380,7-Eleven,7-Eleven,ChIJG4JjPmht2jERTyV-aMEc66M,1.4970766,103.7421634,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
418,7-Eleven,7-Eleven,ChIJG5sqNJRy2jER2Lj2dRrzCfA,1.4990032,103.7102723,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
451,7-Eleven,7-Eleven,ChIJyaGHA6Zy2jERJ4RILaMjDUA,1.4871832,103.7236293,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
454,7-Eleven,7-Eleven,ChIJIV2Ldzpt2jERe52pK3ahmCU,1.4867137,103.7600592,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
456,7-Eleven,7-Eleven,ChIJBeyxNDht2jERHKADV3uFoyw,1.4874208,103.7548326,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
457,7-Eleven,7-Eleven,ChIJvS1_zrty2jERwdhlsu4H5BQ,1.4895676,103.7124878,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
458,7-Eleven,7-Eleven,ChIJZR3t7ply2jERzRbPPNjBe2k,1.4995132,103.7176749,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
558,CU,CU Kebun Teh Johor Bahru,ChIJY9gHObFt2jERTUESmgy-JmM,1.4856416,103.7539702,7,JOHOR,JOHOR BAHRU,LARKIN,77.3,4963.4,6886,5782
56,99 Speedmart,"KK SUPER MART Johor, Jalan Wong Ah Fook (JWAF)",ChIJ14bAaGQT2jERUj1iNBStMxs,1.4591726,103.7649642,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
89,99 Speedmart,99 Speedmart 3183 (JH) Taman Tampoi Utama,ChIJF1CDzpNz2jERo09OI0KB8aQ,1.5036412,103.6853095,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
90,99 Speedmart,99 Speedmart 2835 (JH) Taman Tampoi Indah,ChIJ8ZI3cjRz2jERkookk9xXXaE,1.5072521,103.6871745,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
92,99 Speedmart,99 Speedmart 3114 (JH) Taman Tampoi Indah 2,ChIJbZY8VFxz2jERUa2_9ANIU04,1.5126012,103.6819451,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
97,99 Speedmart,99 Speedmart 2815 (JH) Kampung Pasir,ChIJKTUvkr9z2jERNzTZQXCdlys,1.4948729,103.7025499,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
99,99 Speedmart,99 Speedmart 2279 (JH) Taman Perling JB 2,ChIJSbYHuj5z2jERawxCTBE6uMU,1.4973969,103.6802953,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
102,99 Speedmart,99 Speedmart 2760 (JH) Taman Perling JB 3,ChIJcUXrSKpz2jERDJBlUJNohUE,1.4937668,103.6795358,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
104,99 Speedmart,99 Speedmart 3059 (JH) Kampung Skudai Kiri,ChIJ9dZ-HKRz2jERGpsW83IwoHw,1.4877362,103.7118379,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
105,99 Speedmart,99 Speedmart 2890 (JH) Taman Nong Chik Heights,ChIJ2YEAQYcT2jERE8D7DKbkulk,1.4698179,103.7369955,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
107,99 Speedmart,99 Speedmart 3552 (JH) Taman Tasek,ChIJN_ITGMBz2jERT4Cw1ZnrHxo,1.4863177,103.7231973,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
116,99 Speedmart,99 Speedmart 3512 (JH) Jalan Meldrum,ChIJYfBD1EoT2jERyHrZxi0yp9Y,1.4592337,103.7654118,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
142,99 Speedmart,99 Speedmart 2963 (JH) Bandar Uda Utama,ChIJq0xt6tdz2jERWiNizmpLFdI,1.4969389,103.6663227,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
146,99 Speedmart,99 Speedmart 2731 (JH) Taman Nusa Bestari,ChIJgfgzF99z2jERZqc2QbaRluQ,1.493375,103.6531202,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
152,99 Speedmart,99 Speedmart 3222 (JH) Taman Bukit Indah 4,ChIJwz21S1Zz2jERAk6HALJBPgI,1.4783733,103.6496445,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
153,99 Speedmart,99 Speedmart 2875 (JH) Taman Bukit Indah 3,ChIJsamFfh5z2jERW6IZhvfRq_U,1.4802821,103.6636495,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
154,99 Speedmart,99 Speedmart 3461 (JH) Taman Bukit Indah 5,ChIJn8Ls9c9z2jERruHmjHBvads,1.4849223,103.6481781,8,JOHOR,PULAI,PERLING,139.4,3649.2,9373,6442
