node_id,store_id,brand,region,longitude,latitude,community_id,is_generator,is_boundary_node
375,90,99 Speedmart,PERLING,103.6871745,1.5072521,7,False,False
376,92,99 Speedmart,PERLING,103.6819451,1.5126012,7,False,False
377,97,99 Speedmart,PERLING,103.7025499,1.4948729,7,False,False
378,99,99 Speedmart,PERLING,103.6802953,1.4973969,7,False,False
379,102,99 Speedmart,PERLING,103.6795358,1.4937668,7,False,False
380,104,99 Speedmart,PERLING,103.7118379,1.4877362,7,False,True
381,105,99 Speedmart,PERLING,103.7369955,1.4698179,4,False,False
382,107,99 Speedmart,PERLING,103.7231973,1.4863177,4,False,True
383,116,99 Speedmart,PERLING,103.7654118,1.4592337,4,False,False
384,142,99 Speedmart,PERLING,103.6663227,1.4969389,7,False,False
385,146,99 Speedmart,PERLING,103.6531202,1.493375,7,False,False
386,152,99 Speedmart,PERLING,103.6496445,1.4783733,7,False,False
387,153,99 Speedmart,PERLING,103.6636495,1.4802821,7,False,False
388,154,99 Speedmart,PERLING,103.6481781,1.4849223,7,False,False
389,155,99 Speedmart,PERLING,103.6471983,1.4693035,7,False,False
390,156,99 Speedmart,PERLING,103.6806608,1.4723352,7,False,False
391,157,99 Speedmart,PERLING,103.6728016,1.4732864,7,False,False
392,158,99 Speedmart,PERLING,103.654674,1.4645531,7,False,True
393,159,99 Speedmart,PERLING,103.6397299,1.4736541,7,False,True
394,228,KK Super Mart,PERLING,103.7186863,1.4839227,7,False,True
395,238,KK Super Mart,PERLING,103.7264506,1.4651343,7,False,True
396,239,KK Super Mart,PERLING,103.7631703,1.4588505,4,False,False
397,246,KK Super Mart,PERLING,103.6502398,1.4997898,7,False,True
398,248,KK Super Mart,PERLING,103.67916,1.5196715,7,False,True
399,249,KK Super Mart,PERLING,103.6567348,1.4941607,7,False,False
400,250,KK Super Mart,PERLING,103.6504329,1.4793019,7,False,False
401,251,KK Super Mart,PERLING,103.6837927,1.4807795,7,False,False
402,252,KK Super Mart,PERLING,103.6473405,1.4846905,7,False,False
403,301,Family Mart,PERLING,103.7639603,1.461799,4,False,False
404,305,Family Mart,PERLING,103.6688655,1.5143523,7,False,False
405,307,Family Mart,PERLING,103.6652951,1.4807294,7,False,False
406,308,Family Mart,PERLING,103.6792995,1.4760497,7,False,False
407,385,7-Eleven,PERLING,103.7646143,1.4584263,4,False,False
408,401,7-Eleven,PERLING,103.6880548,1.5071782,7,False,True
409,402,7-Eleven,PERLING,103.6648914,1.4790688,7,False,False
410,404,7-Eleven,PERLING,103.6839313,1.4809586,7,True,False
411,416,7-Eleven,PERLING,103.6861075,1.4825746,7,False,False
412,417,7-Eleven,PERLING,103.6676788,1.4970437,7,False,False
413,420,7-Eleven,PERLING,103.65203,1.500516,7,False,True
414,422,7-Eleven,PERLING,103.6556156,1.4964264,7,False,False
415,423,7-Eleven,PERLING,103.6579039,1.4932588,7,False,False
416,426,7-Eleven,PERLING,103.7191331,1.4837618,4,False,True
417,439,7-Eleven,PERLING,103.6405424,1.4765802,7,False,True
418,442,7-Eleven,PERLING,103.6666958,1.4810457,7,False,False
419,443,7-Eleven,PERLING,103.6504505,1.4689404,7,False,False
420,444,7-Eleven,PERLING,103.6546719,1.4722469,7,False,False
421,447,7-Eleven,PERLING,103.6627677,1.4873973,7,False,False
422,448,7-Eleven,PERLING,103.6745643,1.4732394,7,False,False
423,450,7-Eleven,PERLING,103.7619414,1.4634405,4,False,False
424,453,7-Eleven,PERLING,103.7365577,1.4715846,4,False,True
425,477,7-Eleven,PERLING,103.6507974,1.4787645,7,False,False
426,479,7-Eleven,PERLING,103.647353,1.484581,7,False,False
427,524,MyNews,PERLING,103.7413035,1.4759472,4,False,False
428,527,MyNews,PERLING,103.7619638,1.4639523,4,False,False
429,528,MyNews,PERLING,103.7289788,1.4642997,4,False,True
430,529,MyNews,PERLING,103.7630693,1.4626269,4,False,False
431,536,MyNews,PERLING,103.662865,1.481873,7,False,False
432,537,MyNews,PERLING,103.6558436,1.481769,7,False,False
433,562,CU,PERLING,103.6848805,1.4821153,7,False,False
434,145,99 Speedmart,ISKANDAR PUTERI,103.6335787,1.532589,5,False,False
435,148,99 Speedmart,ISKANDAR PUTERI,103.6358889,1.5225833,5,False,False
436,160,99 Speedmart,ISKANDAR PUTERI,103.6202222,1.5300833,5,False,False
437,167,99 Speedmart,ISKANDAR PUTERI,103.6141063,1.5619959,5,False,False
438,168,99 Speedmart,ISKANDAR PUTERI,103.6245818,1.5447932,5,False,False
439,171,99 Speedmart,ISKANDAR PUTERI,103.6303502,1.5391096,5,False,False
440,173,99 Speedmart,ISKANDAR PUTERI,103.6296025,1.512863,5,False,False
441,174,99 Speedmart,ISKANDAR PUTERI,103.6215455,1.5048459,5,False,True
442,178,99 Speedmart,ISKANDAR PUTERI,103.61675,1.4952097,6,False,True
443,180,99 Speedmart,ISKANDAR PUTERI,103.6159228,1.4707158,6,False,True
444,181,99 Speedmart,ISKANDAR PUTERI,103.6245979,1.4687683,6,False,True
445,182,99 Speedmart,ISKANDAR PUTERI,103.6032159,1.4797542,6,False,False
446,183,99 Speedmart,ISKANDAR PUTERI,103.6239385,1.4635605,6,False,True
447,184,99 Speedmart,ISKANDAR PUTERI,103.6186247,1.4399246,6,False,False
448,185,99 Speedmart,ISKANDAR PUTERI,103.5981349,1.4418607,6,False,False
449,186,99 Speedmart,ISKANDAR PUTERI,103.5886944,1.4436097,6,False,True
450,187,99 Speedmart,ISKANDAR PUTERI,103.6527439,1.4158869,0,False,True
451,188,99 Speedmart,ISKANDAR PUTERI,103.6351354,1.3940186,0,False,False
452,190,99 Speedmart,ISKANDAR PUTERI,103.5928925,1.4196928,6,False,True
453,191,99 Speedmart,ISKANDAR PUTERI,103.6221944,1.4174532,6,False,False
454,199,99 Speedmart,ISKANDAR PUTERI,103.5839653,1.5446979,5,False,False
455,200,99 Speedmart,ISKANDAR PUTERI,103.5828655,1.5262541,5,False,True
456,201,99 Speedmart,ISKANDAR PUTERI,103.5863056,1.4914444,6,False,True
457,202,99 Speedmart,ISKANDAR PUTERI,103.5814323,1.4566944,6,False,False
458,204,99 Speedmart,ISKANDAR PUTERI,103.5954055,1.4569799,6,False,False
459,205,99 Speedmart,ISKANDAR PUTERI,103.5673628,1.3658923,0,False,False
460,206,99 Speedmart,ISKANDAR PUTERI,103.5910639,1.3768452,0,False,False
461,256,KK Super Mart,ISKANDAR PUTERI,103.6284817,1.5392988,5,False,False
462,257,KK Super Mart,ISKANDAR PUTERI,103.6134002,1.5624344,5,False,False
463,258,KK Super Mart,ISKANDAR PUTERI,103.6240319,1.545248,5,False,False
464,263,KK Super Mart,ISKANDAR PUTERI,103.5836573,1.5435119,5,False,False
465,264,KK Super Mart,ISKANDAR PUTERI,103.5819717,1.5272656,5,False,True
466,265,KK Super Mart,ISKANDAR PUTERI,103.5854477,1.4900454,6,False,True
467,266,KK Super Mart,ISKANDAR PUTERI,103.5955069,1.4503584,6,False,False
468,267,KK Super Mart,ISKANDAR PUTERI,103.584464,1.4587323,6,False,False
469,268,Family Mart,ISKANDAR PUTERI,103.62022,1.4392556,6,False,False
470,313,Family Mart,ISKANDAR PUTERI,103.6302155,1.5437598,5,False,False
471,316,Family Mart,ISKANDAR PUTERI,103.6228648,1.4648485,6,False,False
472,317,7-Eleven,ISKANDAR PUTERI,103.6442568,1.4584452,7,False,True
473,322,Family Mart,ISKANDAR PUTERI,103.583163,1.4775715,6,False,False
474,323,Family Mart,ISKANDAR PUTERI,103.5841078,1.4610675,6,False,False
475,324,Family Mart,ISKANDAR PUTERI,103.6311412,1.3966011,0,False,False
476,326,7-Eleven,ISKANDAR PUTERI,103.6200062,1.4382124,6,False,False
477,329,CU,ISKANDAR PUTERI,103.6205212,1.4390764,6,False,True
478,434,7-Eleven,ISKANDAR PUTERI,103.6362849,1.5222246,5,False,False
479,436,7-Eleven,ISKANDAR PUTERI,103.6291353,1.5411058,5,True,False
480,437,7-Eleven,ISKANDAR PUTERI,103.6298171,1.5132012,5,False,False
481,438,7-Eleven,ISKANDAR PUTERI,103.6242599,1.545103,5,False,False
482,445,7-Eleven,ISKANDAR PUTERI,103.5982281,1.4422268,6,False,False
483,446,7-Eleven,ISKANDAR PUTERI,103.5825032,1.4785207,6,False,True
484,449,7-Eleven,ISKANDAR PUTERI,103.616793,1.4681054,6,False,False
485,471,7-Eleven,ISKANDAR PUTERI,103.5842167,1.4602938,6,False,False
486,472,7-Eleven,ISKANDAR PUTERI,103.5805266,1.5547801,5,False,False
487,473,7-Eleven,ISKANDAR PUTERI,103.5829884,1.5277889,5,False,False
488,474,7-Eleven,ISKANDAR PUTERI,103.623705,1.5504259,5,False,False
489,475,7-Eleven,ISKANDAR PUTERI,103.5800839,1.4570315,6,False,False
490,476,7-Eleven,ISKANDAR PUTERI,103.5865402,1.4915649,6,False,True
491,478,7-Eleven,ISKANDAR PUTERI,103.5933643,1.4201357,6,False,False
492,480,7-Eleven,ISKANDAR PUTERI,103.6198875,1.4379097,6,False,False
493,481,7-Eleven,ISKANDAR PUTERI,103.6224769,1.4170995,6,False,True
494,492,7-Eleven,ISKANDAR PUTERI,103.5841604,1.4715807,6,False,False
495,494,7-Eleven,ISKANDAR PUTERI,103.5983372,1.4817781,6,False,False
496,495,7-Eleven,ISKANDAR PUTERI,103.5950418,1.4503636,6,False,False
497,497,7-Eleven,ISKANDAR PUTERI,103.592973,1.420182,6,False,False
498,498,7-Eleven,ISKANDAR PUTERI,103.6281429,1.4136078,0,False,True
499,505,7-Eleven,ISKANDAR PUTERI,103.5830496,1.5439181,5,False,False
500,506,7-Eleven,ISKANDAR PUTERI,103.5811371,1.5355587,5,False,False
501,507,7-Eleven,ISKANDAR PUTERI,103.6169301,1.4322684,6,False,False
502,508,7-Eleven,ISKANDAR PUTERI,103.6343323,1.4275207,6,False,True
503,540,MyNews,ISKANDAR PUTERI,103.629202,1.542363,5,False,False
504,541,MyNews,ISKANDAR PUTERI,103.6542081,1.4135269,0,False,False
505,542,MyNews,ISKANDAR PUTERI,103.6565635,1.4173864,0,False,True
506,544,MyNews,ISKANDAR PUTERI,103.5839732,1.4595673,6,True,False
507,545,MyNews,ISKANDAR PUTERI,103.598207,1.442142,6,False,False
508,546,MyNews,ISKANDAR PUTERI,103.65626,1.4121488,0,False,False
509,547,MyNews,ISKANDAR PUTERI,103.6335082,1.4285273,6,False,True
510,548,MyNews,ISKANDAR PUTERI,103.6300544,1.3973875,0,False,True
511,549,MyNews,ISKANDAR PUTERI,103.6306476,1.3968784,0,False,False
512,550,MyNews,ISKANDAR PUTERI,103.5936231,1.3884202,0,False,True
513,551,MyNews,ISKANDAR PUTERI,103.586473,1.3984126,0,False,True
514,565,CU,ISKANDAR PUTERI,103.5989945,1.4556174,6,False,False
515,170,99 Speedmart,KEMPAS,103.6249265,1.5516978,5,False,False
516,115,99 Speedmart,STULANG,103.7813449,1.4700338,2,False,True
517,203,99 Speedmart,ISKANDAR PUTERI,103.582919,1.4793531,6,False,False
518,208,99 Speedmart,ISKANDAR PUTERI,103.5947814,1.3417214,0,False,False
519,271,KK Super Mart,ISKANDAR PUTERI,103.5912298,1.334931,0,True,False
520,272,KK Super Mart,ISKANDAR PUTERI,103.5939196,1.3415065,0,False,False
521,273,KK Super Mart,ISKANDAR PUTERI,103.5903104,1.3382805,0,False,False
522,274,KK Super Mart,ISKANDAR PUTERI,103.5914187,1.3344691,0,False,False
523,409,7-Eleven,STULANG,103.7812028,1.469798,2,False,True
524,424,7-Eleven,STULANG,103.7823254,1.4719504,4,False,True
525,538,MyNews,PERLING,103.7644588,1.4567345,4,False,False
