node1,node2,community1,community2,distance,weight,similarity,brand_similarity,node1_brand,node2_brand,node1_x,node1_y,node2_x,node2_y
194,366,7,4,0.25810224759945366,0.25810224759945366,3.7299202410790895,1.0,CU,7-Eleven,103.7082988,1.4999093,103.7102723,1.4990032
196,220,5,8,0.46420030690999253,0.46420030690999253,2.108813481197955,1.0,99 Speedmart,Family Mart,103.6741169,1.5533116,103.683737,1.5457036
196,236,5,8,0.39403132785188144,0.39403132785188144,2.4750555985762612,1.0,99 Speedmart,MyNews,103.6741169,1.5533116,103.682087,1.5423175
201,397,5,7,0.7801124279690479,0.7801124279690479,1.2656426662854292,1.0,99 Speedmart,KK Super Mart,103.6407236,1.5088882,103.6502398,1.4997898
202,413,5,7,0.40585937538067174,0.40585937538067174,2.4046590246633595,1.0,99 Speedmart,7-Eleven,103.6520124,1.5088674,103.65203,1.500516
203,228,7,5,0.19599385862823818,0.19599385862823818,4.854513657150929,1.0,99 Speedmart,7-Eleven,103.6558635,1.512758,103.6541455,1.5139459
204,221,5,8,0.36783009430794467,0.36783009430794467,2.6466922965245994,1.0,99 Speedmart,Family Mart,103.6661855,1.5242715,103.6782221,1.5234954
204,237,5,7,0.30352615335209326,0.30352615335209326,3.1895265811429425,1.0,99 Speedmart,MyNews,103.6661855,1.5242715,103.6679967,1.516144
204,215,5,7,0.29933470005044016,0.29933470005044016,3.232744337563616,1.0,99 Speedmart,KK Super Mart,103.6661855,1.5242715,103.6670577,1.5162351
205,215,5,7,0.3675273290860254,0.3675273290860254,2.6488148617504046,1.0,99 Speedmart,KK Super Mart,103.6639913,1.5233807,103.6670577,1.5162351
206,413,5,7,0.6885095830429033,0.6885095830429033,1.4316195858669827,1.0,99 Speedmart,7-Eleven,103.6500431,1.5092038,103.65203,1.500516
206,397,5,7,0.9791192822446222,0.9791192822446222,1.0110004101130108,1.0,99 Speedmart,KK Super Mart,103.6500431,1.5092038,103.6502398,1.4997898
208,228,7,5,0.2914058725892654,0.2914058725892654,3.317785388218793,1.0,99 Speedmart,7-Eleven,103.659893,1.5189567,103.6541455,1.5139459
208,217,7,5,0.2072878943005609,0.2072878943005609,4.602189197971433,1.0,99 Speedmart,KK Super Mart,103.659893,1.5189567,103.6596768,1.5216916
208,232,7,5,0.13876439995723325,0.13876439995723325,6.722038339061494,1.0,99 Speedmart,7-Eleven,103.659893,1.5189567,103.6608094,1.5200826
210,211,7,5,0.2211816894317344,0.2211816894317344,4.325602094430968,1.0,99 Speedmart,99 Speedmart,103.6403106,1.4909357,103.6353714,1.493629
211,233,5,7,0.32496795989048316,0.32496795989048316,2.985360153033583,1.0,99 Speedmart,7-Eleven,103.6353714,1.493629,103.6401075,1.4902786
211,397,5,7,0.8431583147115013,0.8431583147115013,1.172115400807122,1.0,99 Speedmart,KK Super Mart,103.6353714,1.493629,103.6502398,1.4997898
212,443,5,6,0.8125824424218673,0.8125824424218673,1.2156836183565694,1.0,99 Speedmart,99 Speedmart,103.6264145,1.4923096,103.6159228,1.4707158
212,442,5,6,0.5126830309525843,0.5126830309525843,1.9132054051525464,1.0,99 Speedmart,99 Speedmart,103.6264145,1.4923096,103.61675,1.4952097
212,444,5,6,0.9648889027509819,0.9648889027509819,1.0257579065452058,1.0,99 Speedmart,99 Speedmart,103.6264145,1.4923096,103.6245979,1.4687683
212,233,5,7,0.4981582283844922,0.4981582283844922,1.967890991707727,1.0,99 Speedmart,7-Eleven,103.6264145,1.4923096,103.6401075,1.4902786
212,417,5,7,1.1423566821409812,1.1423566821409812,0.867786871459004,1.0,99 Speedmart,7-Eleven,103.6264145,1.4923096,103.6405424,1.4765802
215,232,7,5,0.21483706773231093,0.21483706773231093,4.447665191891718,1.0,KK Super Mart,7-Eleven,103.6670577,1.5162351,103.6608094,1.5200826
216,229,7,5,0.22641521144538024,0.22641521144538024,4.229846268716229,1.0,KK Super Mart,7-Eleven,103.655572,1.5117555,103.6526306,1.5092654
216,222,7,5,0.31255473574202786,0.31255473574202786,3.1002490095193576,1.0,KK Super Mart,Family Mart,103.655572,1.5117555,103.653765,1.513903
216,228,7,5,0.20505152657067602,0.20505152657067602,4.650048367228647,1.0,KK Super Mart,7-Eleven,103.655572,1.5117555,103.6541455,1.5139459
221,398,8,7,0.5813227188772093,0.5813227188772093,1.6911239295841334,1.0,Family Mart,KK Super Mart,103.6782221,1.5234954,103.67916,1.5196715
221,230,8,5,0.8401096981118062,0.8401096981118062,1.1763187765309793,1.0,Family Mart,7-Eleven,103.6782221,1.5234954,103.6687846,1.5394888
221,226,8,5,0.4173409760589177,0.4173409760589177,2.3400517526363527,1.0,Family Mart,7-Eleven,103.6782221,1.5234954,103.6658821,1.5319055
221,237,8,7,0.37702518515817157,0.37702518515817157,2.583811179087259,1.0,Family Mart,MyNews,103.6782221,1.5234954,103.6679967,1.516144
221,238,8,7,0.45583546990887885,0.45583546990887885,2.146680672889954,1.0,Family Mart,CU,103.6782221,1.5234954,103.6697913,1.5151311
225,230,8,5,0.6045341672066412,0.6045341672066412,1.627248822543895,1.0,7-Eleven,7-Eleven,103.6841729,1.5402193,103.6687846,1.5394888
229,413,5,7,0.4683604189449853,0.4683604189449853,2.0904739614650407,1.0,7-Eleven,7-Eleven,103.6526306,1.5092654,103.65203,1.500516
230,236,5,8,0.3943364807253958,0.3943364807253958,2.473187673311001,1.0,7-Eleven,MyNews,103.6687846,1.5394888,103.682087,1.5423175
234,397,5,7,0.7950110078268834,0.7950110078268834,1.2422190383451859,1.0,7-Eleven,KK Super Mart,103.6386337,1.5073628,103.6502398,1.4997898
295,524,2,4,1.0434513901688498,1.0434513901688498,0.9492606961577197,1.0,99 Speedmart,7-Eleven,103.8183992,1.4896712,103.7823254,1.4719504
298,307,2,1,1.0303982731414942,1.0303982731414942,0.9611703765909653,1.0,99 Speedmart,99 Speedmart,103.8809482,1.49444,103.9153031,1.5022112
298,309,2,1,0.5831478270049447,0.5831478270049447,1.6859203633087971,1.0,99 Speedmart,99 Speedmart,103.8809482,1.49444,103.9094722,1.4881944
303,308,2,1,2.008029146679566,2.008029146679566,0.49553298159512943,1.0,99 Speedmart,99 Speedmart,103.8681072,1.4739423,103.9126549,1.4584984
305,308,2,1,0.4507160557384587,0.4507160557384587,2.1705342966551275,1.0,99 Speedmart,99 Speedmart,103.8968088,1.4730458,103.9126549,1.4584984
306,326,1,2,1.0410974786528355,1.0410974786528355,0.9513865462617931,1.0,99 Speedmart,7-Eleven,103.9152222,1.51275,103.8799296,1.4960407
307,326,1,2,1.1680912714354141,1.1680912714354141,0.8488306672381813,1.0,99 Speedmart,7-Eleven,103.9153031,1.5022112,103.8799296,1.4960407
308,328,1,2,0.773410903275855,0.773410903275855,1.2764693417189772,1.0,99 Speedmart,7-Eleven,103.9126549,1.4584984,103.897656,1.472669
309,330,1,2,0.3167814455634633,0.3167814455634633,3.060149263602522,1.0,99 Speedmart,7-Eleven,103.9094722,1.4881944,103.9014733,1.4838593
328,334,2,1,0.6320893872576708,0.6320893872576708,1.5574155559102856,1.0,7-Eleven,7-Eleven,103.897656,1.472669,103.9099199,1.4882246
330,334,2,1,0.3048036911568484,0.3048036911568484,3.176582829525204,1.0,7-Eleven,7-Eleven,103.9014733,1.4838593,103.9099199,1.4882246
343,380,4,7,0.47165886311151706,0.47165886311151706,2.0761582036298436,1.0,99 Speedmart,99 Speedmart,103.7116349,1.4905769,103.7118379,1.4877362
367,394,4,7,0.5102814681784181,0.5102814681784181,1.9220365536007786,1.0,7-Eleven,KK Super Mart,103.7236293,1.4871832,103.7186863,1.4839227
370,380,4,7,0.4417326558550139,0.4417326558550139,2.2136987154653602,1.0,7-Eleven,99 Speedmart,103.7124878,1.4895676,103.7118379,1.4877362
370,394,4,7,0.5527191800721574,0.5527191800721574,1.7770853303272338,1.0,7-Eleven,KK Super Mart,103.7124878,1.4895676,103.7186863,1.4839227
382,394,4,7,0.2480115171518785,0.2480115171518785,3.8757959762367893,1.0,99 Speedmart,KK Super Mart,103.7231973,1.4863177,103.7186863,1.4839227
392,505,7,0,2.283616523943223,2.283616523943223,0.4359926733876088,1.0,99 Speedmart,MyNews,103.654674,1.4645531,103.6565635,1.4173864
393,446,7,6,0.6472446751788564,0.6472446751788564,1.5215033879549793,1.0,99 Speedmart,99 Speedmart,103.6397299,1.4736541,103.6239385,1.4635605
393,444,7,6,0.5982782484542885,0.5982782484542885,1.643984480032166,1.0,99 Speedmart,99 Speedmart,103.6397299,1.4736541,103.6245979,1.4687683
394,416,7,4,0.1261373463908008,0.1261373463908008,7.345522933357051,1.0,KK Super Mart,7-Eleven,103.7186863,1.4839227,103.7191331,1.4837618
395,424,7,4,0.45827605698741364,0.45827605698741364,2.135492483714319,1.0,KK Super Mart,7-Eleven,103.7264506,1.4651343,103.7365577,1.4715846
395,429,7,4,0.30881650633648444,0.30881650633648444,3.1366004586493483,1.0,KK Super Mart,MyNews,103.7264506,1.4651343,103.7289788,1.4642997
395,416,7,4,0.3787116685877575,0.3787116685877575,2.5726009297151697,1.0,KK Super Mart,7-Eleven,103.7264506,1.4651343,103.7191331,1.4837618
417,444,7,6,1.065357301705365,1.065357301705365,0.9299234760522302,1.0,7-Eleven,99 Speedmart,103.6405424,1.4765802,103.6245979,1.4687683
441,490,5,6,1.0064419450365452,1.0064419450365452,0.9838240195450081,1.0,99 Speedmart,7-Eleven,103.6215455,1.5048459,103.5865402,1.4915649
441,442,5,6,0.3318948601825022,0.3318948601825022,2.9248757921256954,1.0,99 Speedmart,99 Speedmart,103.6215455,1.5048459,103.61675,1.4952097
446,472,6,7,1.0420810717249445,1.0420810717249445,0.9504970927387234,1.0,99 Speedmart,7-Eleven,103.6239385,1.4635605,103.6442568,1.4584452
449,513,6,0,1.4099898964329258,1.4099898964329258,0.7042303628441596,1.0,99 Speedmart,MyNews,103.5886944,1.4436097,103.586473,1.3984126
450,502,0,6,0.5353206788350849,0.5353206788350849,1.833783384367895,1.0,99 Speedmart,7-Eleven,103.6527439,1.4158869,103.6343323,1.4275207
452,513,6,0,0.5431194631373867,0.5431194631373867,1.8079277021420141,1.0,99 Speedmart,MyNews,103.5928925,1.4196928,103.586473,1.3984126
452,512,6,0,0.873983252176843,0.873983252176843,1.1312431514256194,1.0,99 Speedmart,MyNews,103.5928925,1.4196928,103.5936231,1.3884202
455,466,5,6,0.8839194023206657,0.8839194023206657,1.1186690851590682,1.0,99 Speedmart,KK Super Mart,103.5828655,1.5262541,103.5854477,1.4900454
455,490,5,6,0.7136944358322042,0.7136944358322042,1.3817986576752679,1.0,99 Speedmart,7-Eleven,103.5828655,1.5262541,103.5865402,1.4915649
455,456,5,6,0.5121965727566445,0.5121965727566445,1.9149876735518574,1.0,99 Speedmart,99 Speedmart,103.5828655,1.5262541,103.5863056,1.4914444
465,466,5,6,0.724346945428989,0.724346945428989,1.3617541493494227,1.0,KK Super Mart,KK Super Mart,103.5819717,1.5272656,103.5854477,1.4900454
465,483,5,6,1.500384133482875,1.500384133482875,0.6620832262677753,1.0,KK Super Mart,7-Eleven,103.5819717,1.5272656,103.5825032,1.4785207
472,505,7,0,1.1235131669266691,1.1235131669266691,0.8822129545361456,1.0,7-Eleven,MyNews,103.6442568,1.4584452,103.6565635,1.4173864
472,502,7,6,0.9597003753949308,0.9597003753949308,1.0312463781327599,1.0,7-Eleven,7-Eleven,103.6442568,1.4584452,103.6343323,1.4275207
472,509,7,6,0.8849256283052761,0.8849256283052761,1.1174112891299175,1.0,7-Eleven,MyNews,103.6442568,1.4584452,103.6335082,1.4285273
472,477,7,6,0.8599442305978999,0.8599442305978999,1.1494989734143242,1.0,7-Eleven,CU,103.6442568,1.4584452,103.6205212,1.4390764
493,512,6,0,1.0764073306714548,1.0764073306714548,0.9204650702991385,1.0,7-Eleven,MyNews,103.6224769,1.4170995,103.5936231,1.3884202
493,498,6,0,0.2433674592727636,0.2433674592727636,3.946836751926563,1.0,7-Eleven,7-Eleven,103.6224769,1.4170995,103.6281429,1.4136078
493,510,6,0,0.5239973503883215,0.5239973503883215,1.8726684678731131,1.0,7-Eleven,MyNews,103.6224769,1.4170995,103.6300544,1.3973875
498,502,0,6,0.42807558826912084,0.42807558826912084,2.2827110817817924,1.0,7-Eleven,7-Eleven,103.6281429,1.4136078,103.6343323,1.4275207
502,505,6,0,0.7262809988412438,0.7262809988412438,1.3581771111488632,1.0,7-Eleven,MyNews,103.6343323,1.4275207,103.6565635,1.4173864
516,524,2,4,0.14782920226765794,0.14782920226765794,6.335963089416932,1.0,99 Speedmart,7-Eleven,103.7813449,1.4700338,103.7823254,1.4719504
