number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_R,user_attrs_R,user_attrs_alpha,user_attrs_beta,user_attrs_community_distinction,user_attrs_gamma,user_attrs_ifr,user_attrs_inequality,user_attrs_modularity,user_attrs_n_comm,system_attrs_NSGAIISampler:generation,state
23,0.7142816910749479,0.8271153211689103,0.14419033911538598,0.9064673417502845,2025-11-21 04:54:25.173073,2025-11-21 04:54:25.538408,0 days 00:00:00.365335,5.346799354583763,5.346799354583763,0.18457450239225864,0.4334615430569868,0.14419033911538598,0.3819639545507545,0.9064673417502845,0.17288467883108974,0.7142816910749479,6,0,COMPLETE
24,0.6924243122027468,0.7438852305781251,0.172362175208884,0.9478398196794247,2025-11-21 04:54:25.538408,2025-11-21 04:54:25.899329,0 days 00:00:00.360921,6.288734834278877,6.288734834278877,0.5739207238392213,0.32187354414587804,0.172362175208884,0.10420573201490065,0.9478398196794247,0.25611476942187494,0.6924243122027468,5,0,COMPLETE
25,0.47705307783405804,0.0,0.0,0.0,2025-11-21 04:54:25.900329,2025-11-21 04:54:26.236132,0 days 00:00:00.335803,9.744347594626642,9.744347594626642,0.20014292042344367,0.28398431762654547,0.0,0.5158727619500109,0.0,1.0,0.47705307783405804,2,0,COMPLETE
26,0.7433946248118514,0.775530104598622,0.23970995994020627,0.9557457611806933,2025-11-21 04:54:26.238347,2025-11-21 04:54:26.575231,0 days 00:00:00.336884,3.596574712662777,3.596574712662777,0.729062218725887,0.10960272285684662,0.23970995994020627,0.1613350584172663,0.9557457611806933,0.224469895401378,0.7433946248118514,6,0,COMPLETE
27,0.6316325091134178,0.6853741401571976,0.1056835906651244,0.9600470637912565,2025-11-21 04:54:26.575803,2025-11-21 04:54:26.916439,0 days 00:00:00.340636,6.899461603342922,6.899461603342922,0.24016482875528022,0.28957050069335905,0.1056835906651244,0.4702646705513608,0.9600470637912565,0.3146258598428025,0.6316325091134178,4,0,COMPLETE
28,0.5087614544639258,0.5755855111520628,0.08793387591791264,0.9621631626640522,2025-11-21 04:54:26.916439,2025-11-21 04:54:27.258682,0 days 00:00:00.342243,7.720352973051446,7.720352973051446,0.2895638215026645,0.3128880879130168,0.08793387591791264,0.3975480905843185,0.9621631626640522,0.4244144888479372,0.5087614544639258,3,0,COMPLETE
29,0.7958105929569395,0.0,0.0,0.0,2025-11-21 04:54:27.260682,2025-11-21 04:54:27.614738,0 days 00:00:00.354056,1.9877293335599762,1.9877293335599762,0.5007806619740369,0.23719993669082665,0.0,0.26201940133513646,0.0,1.0,0.7958105929569395,22,0,COMPLETE
30,0.4371366329773019,0.46116159038803817,0.09498833044711624,0.9734186334374227,2025-11-21 04:54:27.616634,2025-11-21 04:54:27.950363,0 days 00:00:00.333729,7.879220944965103,7.879220944965103,0.4509466845626888,0.29221317844461375,0.09498833044711624,0.2568401369926975,0.9734186334374227,0.5388384096119618,0.4371366329773019,3,0,COMPLETE
31,0.7790652602335875,0.0,0.0,0.0,2025-11-21 04:54:27.951261,2025-11-21 04:54:28.305871,0 days 00:00:00.354610,3.290503298716561,3.290503298716561,0.3197502307642883,0.579731014954589,0.0,0.10051875428112267,0.0,1.0,0.7790652602335875,21,0,COMPLETE
32,0.8007567501819505,0.0,0.0,0.0,2025-11-21 04:54:28.307604,2025-11-21 04:54:28.667253,0 days 00:00:00.359649,2.1830417263454347,2.1830417263454347,0.1735887306869629,0.35730581455576194,0.0,0.46910545475727505,0.0,1.0,0.8007567501819505,21,0,COMPLETE
33,0.484857468431107,0.5445309694802714,0.09557559610814448,0.9621558679983594,2025-11-21 04:54:28.668169,2025-11-21 04:54:28.999074,0 days 00:00:00.330905,11.46329814116,11.46329814116,0.5360194406857531,0.34914322754126637,0.09557559610814448,0.11483733177298056,0.9621558679983594,0.45546903051972865,0.484857468431107,3,0,COMPLETE
34,0.5237441832764697,0.6135911097758306,0.06472018381489182,0.9570230112243389,2025-11-21 04:54:29.000073,2025-11-21 04:54:29.335444,0 days 00:00:00.335371,11.639136347282873,11.639136347282873,0.2639966528054263,0.45660401928238026,0.06472018381489182,0.27939932791219346,0.9570230112243389,0.38640889022416935,0.5237441832764697,3,0,COMPLETE
35,0.4754524455084702,0.0,0.0,0.0,2025-11-21 04:54:29.336443,2025-11-21 04:54:29.673378,0 days 00:00:00.336935,9.988172155222841,9.988172155222841,0.20624205906535376,0.3347466250857998,0.0,0.45901131584884647,0.0,1.0,0.4754524455084702,2,0,COMPLETE
36,0.6997618826979984,0.7568062798280134,0.15194520397271452,0.951830010586158,2025-11-21 04:54:29.673378,2025-11-21 04:54:30.013950,0 days 00:00:00.340572,4.698444576320393,4.698444576320393,0.33362410469670156,0.24533565640097776,0.15194520397271452,0.4210402389023208,0.951830010586158,0.2431937201719866,0.6997618826979984,5,0,COMPLETE
37,0.7551995043747862,0.0,0.0,0.0,2025-11-21 04:54:30.014999,2025-11-21 04:54:30.391395,0 days 00:00:00.376396,2.5255571970670307,2.5255571970670307,0.1684768901237242,0.6074153717875721,0.0,0.2241077380887037,0.0,1.0,0.7551995043747862,32,0,COMPLETE
38,0.4671441543076445,0.0,0.0,0.0,2025-11-21 04:54:30.392397,2025-11-21 04:54:30.722422,0 days 00:00:00.330025,8.684446778377648,8.684446778377648,0.4280328341955848,0.12099544707183972,0.0,0.4509717187325756,0.0,1.0,0.4671441543076445,2,0,COMPLETE
39,0.6931961665339775,0.7503164546785452,0.1663121862751104,0.9462189742740853,2025-11-21 04:54:30.723422,2025-11-21 04:54:31.064457,0 days 00:00:00.341035,6.121601184265813,6.121601184265813,0.5601334776794468,0.27524731063235797,0.1663121862751104,0.16461921168819527,0.9462189742740853,0.24968354532145473,0.6931961665339775,5,0,COMPLETE
40,0.730712708549891,0.7914560453030595,0.143167409288766,0.9360980872246606,2025-11-21 04:54:31.065591,2025-11-21 04:54:31.411711,0 days 00:00:00.346120,2.781401465870178,2.781401465870178,0.42637968432017515,0.10380341575646769,0.143167409288766,0.4698168999233572,0.9360980872246606,0.20854395469694054,0.730712708549891,6,0,COMPLETE
41,0.6987195913403293,0.7742240349533454,0.16441857055151543,0.9381516396276229,2025-11-21 04:54:31.411711,2025-11-21 04:54:31.753304,0 days 00:00:00.341593,6.699357556168337,6.699357556168337,0.23537635685555935,0.6110208075271841,0.16441857055151543,0.1536028356172565,0.9381516396276229,0.2257759650466546,0.6987195913403293,5,0,COMPLETE
42,0.8062574984218256,0.8991170603595751,0.19631365476237764,0.8940032007696872,2025-11-21 04:54:31.753304,2025-11-21 04:54:32.099428,0 days 00:00:00.346124,1.8610794717097932,1.8610794717097932,0.19783496699473263,0.16033762041966404,0.19631365476237764,0.6418274125856034,0.8940032007696872,0.10088293964042495,0.8062574984218256,13,0,COMPLETE
43,0.4765900158866315,0.0,0.0,0.0,2025-11-21 04:54:32.100427,2025-11-21 04:54:32.431792,0 days 00:00:00.331365,11.047864221827211,11.047864221827211,0.15183035478797846,0.26969267999279645,0.0,0.5784769652192252,0.0,1.0,0.4765900158866315,2,0,COMPLETE
44,0.733275359200223,0.8240812979623496,0.16929621493707048,0.9277238815530603,2025-11-21 04:54:32.432793,2025-11-21 04:54:32.778312,0 days 00:00:00.345519,4.217189806800178,4.217189806800178,0.5578443461399503,0.23696430486842918,0.16929621493707048,0.20519134899162045,0.9277238815530603,0.1759187020376504,0.733275359200223,6,0,COMPLETE
45,0.5230851406478436,0.6034537705577148,0.06498604572253064,0.9620967726804919,2025-11-21 04:54:32.779389,2025-11-21 04:54:33.120805,0 days 00:00:00.341416,8.456483985716812,8.456483985716812,0.23904102834022306,0.3980697471278337,0.06498604572253064,0.36288922453194317,0.9620967726804919,0.3965462294422852,0.5230851406478436,3,0,COMPLETE
